Transaction ID,Posting Date,Effective Date,Transaction Type,Amount,Check Number,Reference Number,Description,Transaction Category,Type,Balance,Memo,Extended Description
,5/28/2021,,Debit,-8.7,,33991143,Disney Plus,Entertainment,,51.15,,Bill payment Withdrawal DISNEYPLUS 4899 888-9057888 CA
,5/26/2021,,Credit,30.48,,33991104,AutoZone,Automotive Expenses,Debit Card,59.85,,Debit Card purchase return Adjustment AUTOZONE #2520 5533 ESPANOLA NM
,5/26/2021,,Debit,-19.06,,33991103,Starbucks,Restaurants & Dining,Debit Card,29.37,,Debit Card purchase STARBUCKS STORE 50626 5814 ESPANOLA NM
,5/26/2021,,Debit,-15.76,,33991102,Amazon Digital Services,Entertainment,Debit Card,48.43,,Debit Card purchase AMAZON DIGIT*2R27J8G10 5818 AMZN.COM/BILL WA
,5/26/2021,,Debit,-15.24,,33991142,Netflix,Entertainment,,64.19,,Bill payment Withdrawal NETFLIX COM 4899 LOS GATOS CA
,5/26/2021,,Debit,-25,,33991141,NMSU CASHNET XX-2046 NM,Clothing,Debit Card,79.43,,Debit Card purchase NMSU CASHNET 8220 575-646-2046 NM
,5/25/2021,,Debit,-31.55,,33991140,Lowe's,Home Supplies,Debit Card,104.43,,Debit Card purchase LOWES #02510* 5200 ESPANOLA NM
,5/25/2021,,Debit,-10.61,,33991139,Freddy's Frozen Custard & Steakburgers,Restaurants & Dining,Debit Card,135.98,,Debit Card purchase FREDDY'S 28-0005 5814 ESPANOLA NM
,5/24/2021,,Debit,-12.6,,33991138,Amazon,Shopping,,146.59,,Bill payment Withdrawal AMAZON.COM*2R0FE3S71 4816 SEATTLE WA
,5/24/2021,,Debit,-100,,33991101,Online banking Withdrawal Transfer to LXX00 - Internet Access 05/24/2021 15:28 x8283:,Transfers,Transfer,159.19,,Online banking Withdrawal Transfer to L0100 - Internet Access 05/24/2021 15:28 48283:
,5/24/2021,,Debit,-18.91,,33991100,Amazon,Shopping,,259.19,,Bill payment Withdrawal AMAZON.COM*2R5F61611 4816 SEATTLE WA
,5/24/2021,,Debit,-35.37,,33991046,AutoZone,Automotive Expenses,Debit Card,278.1,,Debit Card purchase AUTOZONE #2520 5533 ESPANOLA NM
,5/23/2021,,Debit,-10.5,,33991099,Spotify,Entertainment,,313.47,,Bill payment Withdrawal SPOTIFY USA 4899 877-7781161 NY
,5/22/2021,,Credit,147,,33991098,Anytime Fitness Deposit,Deposits,,323.97,,ATM Deposit CU ANYTIME 6011 1216 PASO DE ONATE ESPANOLA NM
,5/22/2021,,Debit,-13.66,,33991045,Amazon,Shopping,,176.97,,Bill payment Withdrawal AMAZON PRIME*2R39P7N60 5968 AMZN.COM/BILL WA
,5/21/2021,,Debit,-3.18,,33991097,Marathon Petroleum,Gasoline/Fuel,Debit Card,190.63,,Debit Card purchase MARATHON PETRO235069 5541 LEMITAR NM
,5/19/2021,,Debit,-10.67,,33991044,YouTube Music,Entertainment,,193.81,,Bill payment Withdrawal GOOGLE *YOUTUBE MUSIC 5968 650-253-0000 CA
,5/18/2021,,Debit,-15.45,,33991043,Sonic Drive-In,Restaurants & Dining,Debit Card,204.48,,Debit Card purchase SONIC DRIVE IN #1962 5814 ESPANOLA NM
,5/17/2021,,Debit,-6.4,,33991042,Funimation,Entertainment,,219.93,,Bill payment Withdrawal GOOGLE *FUNIMATION 5968 650-253-0000 CA
,5/17/2021,,Credit,105,,33991096,ACH Deposit COMPANY: VENMO ENTRY: CASHOUT ISAIAH MALCOM,Transfers,ACH,226.33,,ACH Deposit COMPANY: VENMO ENTRY: CASHOUT ISAIAH MALCOM
,5/17/2021,,Debit,-31.34,,33991041,Panda Express,Restaurants & Dining,Debit Card,121.33,,Debit Card purchase PANDA EXPRESS 862 5814 SANTA FE NM
,5/16/2021,,Debit,-32.68,,33991095,Great Clips,Personal Care & Fitness,Debit Card,152.67,,Debit Card purchase 0646 GREAT CLIPS AT ESPAN 7230 ESPANOLA NM
,5/15/2021,,Debit,-8.81,,33991040,Sonic Drive-In,Restaurants & Dining,Debit Card,185.35,,Debit Card purchase SONIC DRIVE IN #1982 5814 ESPANOLA NM
,5/15/2021,,Debit,-20.98,,33991039,McDonald's,Restaurants & Dining,Debit Card,194.16,,Debit Card purchase MCDONALD'S F36782 5814 ESPANOLA NM
,5/15/2021,,Debit,-46.22,,33991094,Harbor Freight Tools,Home Supplies,Debit Card,215.14,,Debit Card purchase HARBOR FREIGHT TOOLS2986 5251 CALABASAS CA
,5/14/2021,,Debit,-18.86,,33991093,El Parasol,Restaurants & Dining,Debit Card,261.36,,Debit Card purchase EL PARASOL 5812 ESPANOLA NM
,5/13/2021,,Debit,-7.68,,33991038,Starbucks,Restaurants & Dining,Debit Card,280.22,,Debit Card purchase STARBUCKS STORE 50626 5814 ESPANOLA NM
,5/13/2021,,Debit,-6.3,,33991037,Amazon Digital Services,Entertainment,Debit Card,287.9,,Debit Card purchase AMAZON DIGIT*2L8SA8P12 5818 AMZN.COM/BILL WA
,5/13/2021,,Debit,-8.7,,33991092,Harbor Freight Tools,Home Supplies,Debit Card,294.2,,Debit Card purchase HARBOR FREIGHT TOOLS2986 5251 CALABASAS CA
,5/12/2021,,Credit,285,,33991091,ACH Deposit COMPANY: VENMO ENTRY: CASHOUT ISAIAH MALCOM,Transfers,ACH,302.9,,ACH Deposit COMPANY: VENMO ENTRY: CASHOUT ISAIAH MALCOM
,5/12/2021,,Debit,-7,,33991090,Cashier,Education,Debit Card,17.9,,Debit Card purchase NNMC - CASHIER 8220 505-7475050 NM
,5/9/2021,,Debit,-53.63,,33991036,Walmart,Shopping,Debit Card,24.9,,POS Card purchase WAL-MART #2656 5411 1610 N RIVERSIDE DR ESPANOLA NM
,5/9/2021,,Debit,-9.45,,33991089,Amazon Digital Services,Entertainment,Debit Card,78.53,,Debit Card purchase PRIME VIDEO*2L83L1BK1 5818 888-802-3080 WA
,5/7/2021,,Debit,-3.54,,33991035,Starbucks,Restaurants & Dining,Debit Card,87.98,,Debit Card purchase STARBUCKS STORE 50626 5814 ESPANOLA NM
,5/7/2021,,Debit,-8.66,,33991034,Starbucks,Restaurants & Dining,Debit Card,91.52,,Debit Card purchase STARBUCKS STORE 50626 5814 ESPANOLA NM
,5/6/2021,,Debit,-43.01,,33991033,AutoZone,Automotive Expenses,Debit Card,100.18,,Debit Card purchase AUTOZONE #2520 5533 ESPANOLA NM
,5/3/2021,,Debit,-13.4,,33991032,Starbucks,Restaurants & Dining,Debit Card,143.19,,Debit Card purchase STARBUCKS STORE 50626 5814 ESPANOLA NM
,5/3/2021,,Debit,-20.79,,33991088,Freddy's Frozen Custard & Steakburgers,Restaurants & Dining,Debit Card,156.59,,Debit Card purchase FREDDY'S 28-0005 5814 ESPANOLA NM
,5/2/2021,,Debit,-5.66,,33991031,Walmart,Shopping,Debit Card,177.38,,POS Card purchase WM SUPERCENTER # 5411 WAL-MART SUPER CENTER ESPANOLA NM
,5/1/2021,,Debit,-9.37,,33991030,Starbucks,Restaurants & Dining,Debit Card,183.04,,Debit Card purchase STARBUCKS STORE 50626 5814 ESPANOLA NM
,5/1/2021,,Debit,-5.34,,33991029,Youtube Premium,Entertainment,,192.41,,Bill payment Withdrawal GOOGLE *YOUTUBE MEMBER 5968 650-253-0000 CA
,4/28/2021,,Debit,-8.7,,33991087,Disney Plus,Entertainment,,197.75,,Bill payment Withdrawal DISNEYPLUS 4899 888-9057888 CA
,4/27/2021,,Debit,-4.19,,33991086,Steamgames,Entertainment,Debit Card,206.45,,Debit Card purchase STEAMGAMES.COM 4259522985 5816 425-8899642 WA
,4/27/2021,,Debit,-17.36,,33991085,Lowe's,Home Supplies,Debit Card,210.64,,Debit Card purchase LOWES #02510* 5200 ESPANOLA NM
,4/27/2021,,Debit,-18.91,,33991084,Amazon,Shopping,,228,,Bill payment Withdrawal AMAZON.COM*0O3A42MO3 4816 SEATTLE WA
,4/26/2021,,Debit,-15.24,,33991028,Netflix,Entertainment,,246.91,,Bill payment Withdrawal NETFLIX.COM 4899 NETFLIX.COM CA
,4/26/2021,,Credit,200,,33991083,ACH Deposit COMPANY: VENMO ENTRY: CASHOUT ISAIAH MALCOM,Transfers,ACH,262.15,,ACH Deposit COMPANY: VENMO ENTRY: CASHOUT ISAIAH MALCOM
,4/26/2021,,Debit,-10.5,,33991082,Spotify,Entertainment,,62.15,,Bill payment Withdrawal SPOTIFY USA 4899 877-7781161 NY
,4/26/2021,,Debit,-15.76,,33991081,Amazon Digital Services,Entertainment,Debit Card,72.65,,Debit Card purchase AMZN DIGITAL*Q809J5L43 88 5818 888-802-3080 WA
,4/25/2021,,Debit,-13.29,,33991027,Starbucks,Restaurants & Dining,Debit Card,88.41,,Debit Card purchase STARBUCKS STORE 50626 5814 ESPANOLA NM
,4/25/2021,,Debit,-5.43,,33991080,Lowe's,Home Supplies,Debit Card,101.7,,Debit Card purchase LOWES #02510* 5200 ESPANOLA NM
,4/24/2021,,Debit,-18.91,,33991079,Amazon,Shopping,,107.13,,Bill payment Withdrawal AMAZON.COM*256O83LT3 4816 SEATTLE WA
,4/24/2021,,Debit,-600,,33991026,Online banking Withdrawal Transfer to LXX00 - Internet Access 04/24/2021 02:53 XX1084:,Transfers,Transfer,126.04,,Online banking Withdrawal Transfer to L0100 - Internet Access 04/24/2021 02:53 901084:
,4/23/2021,,Credit,726,,33991078,ACH Deposit COMPANY: NORTHERN NEW MEX ENTRY: ACH PAYMEN ISAIAH J. MALCOM,Deposits,ACH,726.04,,ACH Deposit COMPANY: NORTHERN NEW MEX ENTRY: ACH PAYMEN ISAIAH J. MALCOM
,4/20/2021,,Debit,-5.39,,33991025,Starbucks,Restaurants & Dining,Debit Card,0.04,,Debit Card purchase STARBUCKS STORE 50626 5814 ESPANOLA NM
,4/19/2021,,Debit,-10.67,,33991024,YouTube Music,Entertainment,,5.43,,Bill payment Withdrawal GOOGLE *YOUTUBE MUSIC 5968 650-253-0000 CA
,4/19/2021,,Debit,-5.43,,33991077,Lowe's,Home Supplies,Debit Card,16.1,,Debit Card purchase LOWES #02510* 5200 ESPANOLA NM
,4/19/2021,,Debit,-120,,33991076,ATM Withdrawal CU ANYTIME XX 1216 PASO DE ONATE ESPANOLA NM,ATM/Cash Withdrawals,Debit Card,21.53,,ATM Withdrawal CU ANYTIME 6011 1216 PASO DE ONATE ESPANOLA NM
,4/17/2021,,Debit,-6.4,,33991023,Funimation,Entertainment,,141.53,,Bill payment Withdrawal GOOGLE *FUNIMATION 5968 650-253-0000 CA
,4/17/2021,,Debit,-47.15,,33991075,MEYERS STEEL 5085 ESPANOLA NM,Restaurants & Dining,Debit Card,147.93,,Debit Card purchase MEYERS STEEL 5085 ESPANOLA NM
,4/16/2021,,Credit,109.6,,33991074,ACH Deposit COMPANY: NORTHERN NEW MEX ENTRY: ACH PAYMEN ISAIAH J. MALCOM,Deposits,ACH,195.08,,ACH Deposit COMPANY: NORTHERN NEW MEX ENTRY: ACH PAYMEN ISAIAH J. MALCOM
,4/13/2021,,Debit,-6.3,,33991022,Amazon Digital Services,Entertainment,Debit Card,85.48,,Debit Card purchase AMAZON DIGIT*L29325503 5818 AMZN.COM/BILL WA
,4/12/2021,,Debit,-34.91,,33991073,Speedway,Gasoline/Fuel,Debit Card,91.78,,Debit Card purchase SPEEDWAY 09135 1313 PASEO 5542 ESPANOLA NM
,4/11/2021,,Debit,-216.34,,33991021,Walmart,Shopping,Debit Card,126.69,,POS Card purchase WAL WAL-MART #2656 710887 5411 1610 N RIVERSIDE DR ESPANOLA NM
,4/11/2021,,Credit,60,,33991072,ATM Deposit CU ANYTIME XX 1907 N. RIVERSIDE DR ESPANOLA NM,Deposits,,343.03,,ATM Deposit CU ANYTIME 6011 1907 N. RIVERSIDE DR ESPANOLA NM
,4/11/2021,,Credit,50,,33991071,ATM Deposit CU ANYTIME XX 1907 N. RIVERSIDE DR ESPANOLA NM,Deposits,,283.03,,ATM Deposit CU ANYTIME 6011 1907 N. RIVERSIDE DR ESPANOLA NM
,4/11/2021,,Debit,-7.83,,33991020,McDonald's,Restaurants & Dining,Debit Card,233.03,,POS Card purchase MCDONALD'S F36782 5814 1401 N RIVERSIDE DR ESPANOLA NM
,4/11/2021,,Debit,-3.76,,33991019,Starbucks,Restaurants & Dining,Debit Card,240.86,,Debit Card purchase STARBUCKS STORE 50626 5814 ESPANOLA NM
,4/10/2021,,Debit,-29.1,,33991070,Amazon,Shopping,,244.62,,Bill payment Withdrawal AMAZON.COM*142Q35E23 4816 SEATTLE WA
,4/10/2021,,Debit,-14.21,,33991069,Amazon,Shopping,,273.72,,Bill payment Withdrawal AMAZON.COM*UR1AO6HU3 4816 SEATTLE WA
,4/10/2021,,Debit,-4.34,,33991068,Lowe's,Home Supplies,Debit Card,287.93,,Debit Card purchase LOWES #02510* 5200 ESPANOLA NM
,4/10/2021,,Debit,-18.91,,33991067,Amazon,Shopping,,292.27,,Bill payment Withdrawal AMAZON.COM*O03EX1KE3 4816 SEATTLE WA
,4/10/2021,,Debit,-9.45,,33991066,Amazon Digital Services,Entertainment,Debit Card,311.18,,Debit Card purchase PRIME VIDEO*6E3CJ3T73 5818 888-802-3080 WA
,4/9/2021,,Debit,-18.25,,33991018,Starbucks,Restaurants & Dining,Debit Card,320.63,,Debit Card purchase STARBUCKS STORE 50626 5814 ESPANOLA NM
,4/9/2021,,Debit,-26.08,,33991065,Harbor Freight Tools,Home Supplies,Debit Card,338.88,,Debit Card purchase HARBOR FREIGHT TOOLS2986 5251 CALABASAS CA
,4/8/2021,,Debit,-23.17,,33991017,McDonald's,Restaurants & Dining,Debit Card,364.96,,Debit Card purchase MCDONALD'S F36782 5814 ESPANOLA NM
,4/7/2021,,Debit,-43.47,,33991064,Harbor Freight Tools,Home Supplies,Debit Card,388.13,,Debit Card purchase HARBOR FREIGHT TOOLS2986 5251 CALABASAS CA
,4/6/2021,,Debit,-33.52,,33991063,Hobby Lobby,Hobbies,Debit Card,431.6,,Debit Card purchase HOBBY-LOBBY #0078 5945 SANTA FE NM
,4/6/2021,,Debit,-33.21,,33991016,Walmart,Shopping,Debit Card,465.12,,POS Card purchase WAL-MART #2656 5411 1610 NO. RIVERSIDE DRIV ESPANOLA NM
,4/6/2021,,Debit,-77.85,,33991062,ARROYO SECO ANIMAL HOSPIT 0742 ESPANOLA NM,Pets,Debit Card,498.33,,Debit Card purchase ARROYO SECO ANIMAL HOSPIT 0742 ESPANOLA NM
,4/5/2021,,Debit,-148.02,,33991061,Sam's Club,Shopping,Debit Card,576.18,,POS Card purchase WAL SAMSCLUB #6408 212511 5300 4201 RODEO ROAD SANTA FE NM
,4/5/2021,,Credit,500,,33991015,Online banking Deposit Transfer from SXX00 - Internet Access 04/05/2021 11:06 XX4492:,Deposits,Transfer,724.2,,Online banking Deposit Transfer from S0000 - Internet Access 04/05/2021 11:06 804492:
,4/5/2021,,Credit,200,,33991014,Online banking Deposit Transfer from SXX00 - Internet Access 04/05/2021 08:47 XX3644:,Deposits,Transfer,224.2,,Online banking Deposit Transfer from S0000 - Internet Access 04/05/2021 08:47 803644:
,4/4/2021,,Debit,-10.61,,33991060,Freddy's Frozen Custard & Steakburgers,Restaurants & Dining,Debit Card,24.2,,Debit Card purchase FREDDY'S 28-0005 5814 ESPANOLA NM
,4/2/2021,,Debit,-14,,33991059,Facebook,Online Services,Debit Card,34.81,,Debit Card purchase FACEBK KJDQX33YH2 7311 650-5434800 CA
,4/2/2021,,Credit,40,,33991013,Online banking Deposit Transfer from SXX00 - Internet Access 04/02/2021 06:05 XX2038:,Deposits,Transfer,48.81,,Online banking Deposit Transfer from S0000 - Internet Access 04/02/2021 06:05 792038:
,4/2/2021,,Debit,-13.17,,33991058,Withdrawal XENOWARE XX3879 NY,Clothing,,8.81,,Bill payment Withdrawal XENOWARE 7311 844-6593879 NY
,4/1/2021,,Debit,-7.68,,33991012,Starbucks,Restaurants & Dining,Debit Card,21.98,,Debit Card purchase STARBUCKS STORE 50626 5814 ESPANOLA NM
,4/1/2021,,Debit,-393.21,,33991057,Harbor Freight Tools,Home Supplies,Debit Card,29.66,,Debit Card purchase HARBOR FREIGHT TOOLS2986 5251 CALABASAS CA
,3/31/2021,,Debit,-5.34,,33991011,Youtube Premium,Entertainment,,422.87,,Bill payment Withdrawal GOOGLE *YOUTUBE MEMBER 5968 650-253-0000 CA
,3/31/2021,,Credit,316.8,,33991056,Transfer from Venmo,Transfers,,428.21,,Debit Deposit VENMO*MALCOM ISAIAH 4829 NEW YORK CITY NY
,3/31/2021,,Debit,-15.24,,33991055,Harbor Freight Tools,Home Supplies,Debit Card,111.41,,Debit Card purchase HARBOR FREIGHT TOOLS2986 5251 CALABASAS CA
,3/30/2021,,Debit,-9.13,,33991010,Sonic Drive-In,Restaurants & Dining,Debit Card,126.65,,Debit Card purchase SONIC DRIVE IN #1982 5814 ESPANOLA NM
,3/30/2021,,Debit,-3.24,,33991009,Walmart,Shopping,Debit Card,135.78,,POS Card purchase WM SUPERCENTER # 5411 WAL-MART SUPER CENTER ESPANOLA NM
,3/30/2021,,Debit,-56.35,,33991008,Walmart,Shopping,Debit Card,139.02,,POS Card purchase WAL-MART #2656 5411 1610 N RIVERSIDE DR ESPANOLA NM
,3/30/2021,,Credit,120,,33991007,Online banking Deposit Transfer from SXX00 - Internet Access 03/30/2021 19:10 XX7454:,Deposits,Transfer,195.37,,Online banking Deposit Transfer from S0000 - Internet Access 03/30/2021 19:10 777454:
,3/29/2021,,Debit,-5.39,,33991006,Starbucks,Restaurants & Dining,Debit Card,75.37,,Debit Card purchase STARBUCKS STORE 50626 5814 ESPANOLA NM
,3/29/2021,,Debit,-31.62,,33991054,Speedway,Gasoline/Fuel,Debit Card,80.76,,Debit Card purchase SPEEDWAY 09132 1225 PASEO 5542 ESPANOLA NM
,3/28/2021,,Debit,-7.68,,33991005,Starbucks,Restaurants & Dining,Debit Card,112.38,,Debit Card purchase STARBUCKS STORE 50626 5814 ESPANOLA NM
,3/28/2021,,Debit,-22.13,,33991053,Dollar General,Shopping,Debit Card,120.06,,POS Card purchase DOLLAR GENERAL # 5310 4 DEL SOL LANE HERNANDEZ NM
,3/28/2021,,Credit,100,,33991004,Online banking Deposit Transfer from SXX00 - Internet Access 03/28/2021 16:03 XX7168:,Deposits,Transfer,142.19,,Online banking Deposit Transfer from S0000 - Internet Access 03/28/2021 16:03 767168:
,3/28/2021,,Debit,-189.48,,33991052,Harbor Freight Tools,Home Supplies,Debit Card,42.19,,Debit Card purchase HARBOR FREIGHT TOOLS2986 5251 CALABASAS CA
,3/28/2021,,Debit,-8.7,,33991051,Disney Plus,Entertainment,,231.67,,Bill payment Withdrawal DISNEYPLUS 4899 888-9057888 CA
,3/27/2021,,Debit,-56.56,,33991003,Walmart,Shopping,Debit Card,240.37,,POS Card purchase WAL-MART #2656 5411 1610 N RIVERSIDE DR ESPANOLA NM
,3/26/2021,,Debit,-15.76,,33991002,Amazon Digital Services,Entertainment,Debit Card,296.93,,Debit Card purchase AMAZON DIGIT*EV0H951W3 5818 AMZN.COM/BILL WA
,3/26/2021,,Credit,140,,33991050,ACH Deposit COMPANY: VENMO ENTRY: CASHOUT ISAIAH MALCOM,Transfers,ACH,312.69,,ACH Deposit COMPANY: VENMO ENTRY: CASHOUT ISAIAH MALCOM
,3/26/2021,,Debit,-52.55,,33991049,Steamgames,Entertainment,Debit Card,172.69,,Debit Card purchase STEAMGAMES.COM 4259522985 5816 425-8899642 WA
,3/25/2021,,Debit,-15.76,,33991048,Steam,Entertainment,Debit Card,225.24,,Debit Card purchase STEAM PURCHASE 5816 425-9522985 WA
,3/24/2021,,Debit,-10.82,,33991001,Wendy's,Restaurants & Dining,Debit Card,241,,POS Card purchase WENDYS #12097 5814 3151 CERRILLOS RD SANTA FE NM
,3/23/2021,,Debit,-26.28,,33991047,Turbotax,Online Services,Debit Card,251.82,,Debit Card purchase INTUIT *TURBOTAX 5734 800-446-8848 CA
,3/23/2021,,Debit,-5.39,,33990947,Starbucks,Restaurants & Dining,Debit Card,278.1,,Debit Card purchase STARBUCKS STORE 50626 5814 ESPANOLA NM
,3/23/2021,,Debit,-70,,33990946,Online banking Withdrawal Transfer to LXX00 - Internet Access 03/23/2021 17:27 XX1596:,Transfers,Transfer,283.49,,Online banking Withdrawal Transfer to L0100 - Internet Access 03/23/2021 17:27 741596:
,3/23/2021,,Debit,-240.09,,33991000,Lowe's,Home Supplies,Debit Card,353.49,,Debit Card purchase LOWES #02510* 5200 ESPANOLA NM
,3/23/2021,,Debit,-10.5,,33990999,Spotify,Entertainment,,593.58,,Bill payment Withdrawal SPOTIFY USA 4899 877-7781161 NY
,3/22/2021,,Credit,500,,33990998,ATM Deposit CU ANYTIME XX 1907 N. RIVERSIDE DR ESPANOLA NM,Deposits,,604.08,,ATM Deposit CU ANYTIME 6011 1907 N. RIVERSIDE DR ESPANOLA NM
,3/22/2021,,Credit,100,,33990997,ACH Deposit COMPANY: VENMO ENTRY: CASHOUT ISAIAH MALCOM,Transfers,ACH,104.08,,ACH Deposit COMPANY: VENMO ENTRY: CASHOUT ISAIAH MALCOM
,3/19/2021,,Debit,-10.67,,33990945,YouTube Music,Entertainment,,4.08,,Bill payment Withdrawal GOOGLE *YOUTUBE MUSIC 5968 650-253-0000 CA
,3/19/2021,,Debit,-63.43,,33990996,Speedway,Gasoline/Fuel,Debit Card,14.75,,Debit Card purchase SPEEDWAY 09132 1225 PASEO 5542 ESPANOLA NM
,3/19/2021,,Debit,-38.55,,33990995,El Parasol,Restaurants & Dining,Debit Card,78.18,,Debit Card purchase EL PARASOL 5812 ESPANOLA NM
,3/16/2021,,Debit,-5.39,,33990944,Starbucks,Restaurants & Dining,Debit Card,116.73,,Debit Card purchase STARBUCKS STORE 50626 5814 ESPANOLA NM
,3/16/2021,,Debit,-5.25,,33990994,Steamgames,Entertainment,Debit Card,122.12,,Debit Card purchase STEAMGAMES.COM 4259522985 5816 425-8899642 WA
,3/15/2021,,Credit,120,,33990993,ATM Deposit CU ANYTIME XX 1907 N. RIVERSIDE DR ESPANOLA NM,Deposits,,127.37,,ATM Deposit CU ANYTIME 6011 1907 N. RIVERSIDE DR ESPANOLA NM
,3/14/2021,,Credit,5,,33990943,Online banking Deposit Transfer from SXX00 - Internet Access 03/14/2021 22:20 XX9652:,Deposits,Transfer,7.37,,Online banking Deposit Transfer from S0000 - Internet Access 03/14/2021 22:20 689652:
,3/13/2021,,Debit,-5.39,,33990942,Starbucks,Restaurants & Dining,Debit Card,2.37,,Debit Card purchase STARBUCKS STORE 50626 5814 ESPANOLA NM
,3/13/2021,,Debit,-6.3,,33990941,Amazon Digital Services,Entertainment,Debit Card,7.76,,Debit Card purchase AMAZON DIGIT*509F93NG3 5818 AMZN.COM/BILL WA
,,,,,,,,,,,,
,3/11/2021,,Debit,-21.74,,33990992,Amazon,Shopping,,22.6,,Bill payment Withdrawal AMAZON.COM*7F0EI9UR3 4816 SEATTLE WA
,3/9/2021,,Debit,-9.45,,33990991,Amazon Digital Services,Entertainment,Debit Card,44.34,,Debit Card purchase PRIME VIDEO*3W2NC9JH3 5818 888-802-3080 WA
,3/8/2021,,Credit,40,,33990990,ACH Deposit COMPANY: VENMO ENTRY: CASHOUT ISAIAH MALCOM,Transfers,ACH,53.79,,ACH Deposit COMPANY: VENMO ENTRY: CASHOUT ISAIAH MALCOM
,3/7/2021,,Debit,-7.18,,33990939,McDonald's,Restaurants & Dining,Debit Card,13.79,,POS Card purchase MCDONALD'S F36782 5814 1401 N RIVERSIDE DR ESPANOLA NM
,3/6/2021,,Debit,-3.76,,33990938,Starbucks,Restaurants & Dining,Debit Card,20.97,,Debit Card purchase STARBUCKS STORE 50626 5814 ESPANOLA NM
,3/6/2021,,Debit,-31.53,,33990937,Amazon Digital Services,Entertainment,Debit Card,24.73,,Debit Card purchase AMAZON DIGIT*CS8DM1VJ3 5818 AMZN.COM/BILL WA
,3/4/2021,,Debit,-13.66,,33990989,Amazon,Shopping,,56.26,,Bill payment Withdrawal AMAZON.COM*894KA7AD3 4816 SEATTLE WA
,3/4/2021,,Debit,-32,,33990936,Online banking Withdrawal Transfer to LXX00 - Internet Access 03/04/2021 00:13 XX8037:,Transfers,Transfer,69.92,,Online banking Withdrawal Transfer to L0100 - Internet Access 03/04/2021 00:13 638037:
,3/3/2021,,Credit,63,,33990988,ATM Deposit CU ANYTIME XX 1907 N. RIVERSIDE DR ESPANOLA NM,Deposits,,101.92,,ATM Deposit CU ANYTIME 6011 1907 N. RIVERSIDE DR ESPANOLA NM
,3/2/2021,,Debit,-0.2,,33990987,XENOWARE XX3879 NY,Clothing,Debit Card,38.92,,Debit Card purchase XENOWARE 7311 844-6593879 NY
,3/1/2021,,Debit,-5.34,,33990935,Youtube Premium,Entertainment,,39.12,,Bill payment Withdrawal GOOGLE *YOUTUBE MEMBER 5968 650-253-0000 CA
,3/1/2021,,Credit,40,,33990986,ACH Deposit COMPANY: VENMO ENTRY: CASHOUT ISAIAH MALCOM,Transfers,ACH,44.46,,ACH Deposit COMPANY: VENMO ENTRY: CASHOUT ISAIAH MALCOM
,2/28/2021,,Debit,-7.61,,33990985,Disney Plus,Entertainment,,4.46,,Bill payment Withdrawal DISNEYPLUS 5815 888-9057888 CA
,2/26/2021,,Debit,-15.76,,33990934,Amazon Digital Services,Entertainment,Debit Card,12.07,,Debit Card purchase AMAZON DIGIT*V84NL7ZC3 5818 AMZN.COM/BILL WA
,2/25/2021,,Debit,-29.49,,33990984,Speedway,Gasoline/Fuel,Debit Card,27.83,,Debit Card purchase SPEEDWAY 09309 4354 CERRI 5542 SANTA FE NM
,2/23/2021,,Debit,-10.5,,33990983,Spotify,Entertainment,,57.32,,Bill payment Withdrawal SPOTIFY USA 4899 877-7781161 NY
,2/22/2021,,Debit,-13.66,,33990933,Amazon,Shopping,,67.82,,Bill payment Withdrawal AMAZON PRIME*PT1XE5MV3 5968 AMZN.COM/BILL WA
,2/21/2021,,Debit,-10.67,,33990932,YouTube Music,Entertainment,,81.48,,Bill payment Withdrawal GOOGLE *YOUTUBE MUSIC 5968 650-253-0000 CA
,2/20/2021,,Credit,90,,33990982,ATM Deposit CU ANYTIME XX 1907 N. RIVERSIDE DR ESPANOLA NM,Deposits,,92.15,,ATM Deposit CU ANYTIME 6011 1907 N. RIVERSIDE DR ESPANOLA NM
,2/18/2021,,Debit,-5.39,,33990931,Starbucks,Restaurants & Dining,Debit Card,2.15,,Debit Card purchase STARBUCKS STORE 50626 5814 ESPANOLA NM
,2/17/2021,,Debit,-89.72,,33990930,The Home Depot,Home Supplies,Debit Card,7.54,,POS Card purchase THE HOME DEPOT #3503 5200 952 RICHARDS AVE. SANTA FE NM
,2/16/2021,,Debit,-14.71,,33990981,Amazon,Shopping,,97.26,,Bill payment Withdrawal AMAZON.COM*5795H6TY3 4816 SEATTLE WA
,2/16/2021,,Debit,-157.68,,33990980,Amazon,Shopping,,111.97,,Bill payment Withdrawal AMAZON.COM*5H7UB1F33 4816 SEATTLE WA
,2/14/2021,,Debit,-23.15,,33990979,Lowe's,Home Supplies,Debit Card,269.65,,Debit Card purchase LOWES #02510* 5200 ESPANOLA NM
,2/13/2021,,Credit,290,,33990978,ATM Deposit CU ANYTIME XX 1907 N. RIVERSIDE DR ESPANOLA NM,Deposits,,292.8,,ATM Deposit CU ANYTIME 6011 1907 N. RIVERSIDE DR ESPANOLA NM
,2/13/2021,,Debit,-6.3,,33990929,Amazon Digital Services,Entertainment,Debit Card,2.8,,Debit Card purchase AMAZON DIGIT*I43A99Y33 5818 AMZN.COM/BILL WA
,,,,,,,,,,,,
,2/11/2021,,Debit,-7.68,,33990927,Starbucks,Restaurants & Dining,Debit Card,17.64,,Debit Card purchase STARBUCKS STORE 50626 5814 ESPANOLA NM
